   Komb             Odds    Kvot Spelat belopp Beräknat spelbelopp
 0- 0	 0- 0	 4- 0	     9994.05	Ej Spelad	1.00	 1
 0- 0	 0- 0	 4- 1	     8499.22	Ej Spelad	1.00	 1
 0- 0	 0- 0	 4- 2	    12748.83	Ej Spelad	1.00	 1
 0- 0	 0- 0	 5- 0	    25497.65	Ej Spelad	1.00	 1
 0- 0	 0- 1	 0- 3	     7835.04	Ej Spelad	1.00	 1
 0- 0	 0- 1	 0- 4	    26846.54	Ej Spelad	1.00	 1
 0- 0	 0- 1	 1- 4	    17222.31	Ej Spelad	1.00	 1
 0- 0	 0- 1	 2- 3	     6786.49	Ej Spelad	1.00	 1
 0- 0	 0- 1	 2- 4	    20284.05	Ej Spelad	1.00	 1
 0- 0	 0- 1	 4- 0	     9178.79	Ej Spelad	1.00	 1
 0- 0	 0- 1	 4- 1	     7805.89	Ej Spelad	1.00	 1
 0- 0	 0- 1	 4- 2	    11708.84	Ej Spelad	1.00	 1
 0- 0	 0- 1	 5- 0	    23417.67	Ej Spelad	1.00	 1
 0- 0	 0- 1	 5- 1	    33825.53	Ej Spelad	1.00	 1
 0- 0	 0- 2	 0- 3	    13398.88	Ej Spelad	1.00	 1
 0- 0	 0- 2	 1- 3	     7243.48	Ej Spelad	1.00	 1
 0- 0	 0- 2	 1- 4	    29452.27	Ej Spelad	1.00	 1
 0- 0	 0- 2	 2- 3	    11605.72	Ej Spelad	1.00	 1
 0- 0	 0- 2	 2- 4	    34688.22	Ej Spelad	1.00	 1
 0- 0	 0- 2	 3- 2	     8285.61	Ej Spelad	1.00	 1
 0- 0	 0- 2	 3- 3	    22617.37	Ej Spelad	1.00	 1
 0- 0	 0- 2	 4- 0	    15696.85	Ej Spelad	1.00	 1
 0- 0	 0- 2	 4- 1	    13349.03	Ej Spelad	1.00	 1
 0- 0	 0- 2	 4- 2	    20023.55	Ej Spelad	1.00	 1
 0- 0	 0- 3	 0- 1	     5523.86	Ej Spelad	1.00	 1
 0- 0	 0- 3	 0- 2	     9209.26	Ej Spelad	1.00	 1
 0- 0	 0- 3	 0- 3	    25770.13	Ej Spelad	1.00	 1
 0- 0	 0- 3	 1- 2	     6145.79	Ej Spelad	1.00	 1
 0- 0	 0- 3	 1- 3	    13931.41	Ej Spelad	1.00	 1
 0- 0	 0- 3	 2- 0	     5573.07	Ej Spelad	1.00	 1
 0- 0	 0- 3	 2- 1	     4768.07	Ej Spelad	1.00	 1
 0- 0	 0- 3	 2- 3	    22321.34	Ej Spelad	1.00	 1
 0- 0	 0- 3	 3- 0	    11849.65	Ej Spelad	1.00	 1
 0- 0	 0- 3	 3- 1	     9372.50	Ej Spelad	1.00	 1
 0- 0	 0- 3	 3- 2	    15935.74	Ej Spelad	1.00	 1
 0- 0	 0- 3	 4- 0	    30189.81	Ej Spelad	1.00	 1
 0- 0	 0- 3	 4- 1	    25674.25	Ej Spelad	1.00	 1
 0- 0	 0- 4	 0- 1	    16870.17	Ej Spelad	1.00	 1
 0- 0	 0- 4	 0- 2	    28125.58	Ej Spelad	1.00	 1
 0- 0	 0- 4	 1- 2	    18769.58	Ej Spelad	1.00	 1
 0- 0	 0- 4	 2- 0	    17020.46	Ej Spelad	1.00	 1
 0- 0	 0- 4	 2- 1	    14561.95	Ej Spelad	1.00	 1
 0- 0	 0- 4	 2- 2	    23056.88	Ej Spelad	1.00	 1
 0- 0	 0- 4	 3- 1	    28624.12	Ej Spelad	1.00	 1
 0- 0	 1- 0	 1- 4	    17682.29	Ej Spelad	1.00	 1
 0- 0	 1- 0	 4- 0	     9423.94	Ej Spelad	1.00	 1
 0- 0	 1- 0	 4- 1	     8014.37	Ej Spelad	1.00	 1
 0- 0	 1- 0	 4- 2	    12021.56	Ej Spelad	1.00	 1
 0- 0	 1- 0	 5- 0	    24043.12	Ej Spelad	1.00	 1
 0- 0	 1- 0	 5- 1	    34728.95	Ej Spelad	1.00	 1
 0- 0	 1- 1	 0- 4	    18823.98	Ej Spelad	1.00	 1
 0- 0	 1- 1	 1- 4	    12075.76	Ej Spelad	1.00	 1
 0- 0	 1- 1	 2- 4	    14222.57	Ej Spelad	1.00	 1
 0- 0	 1- 1	 3- 4	    29768.16	Ej Spelad	1.00	 1
 0- 0	 1- 1	 4- 0	     6435.89	Ej Spelad	1.00	 1
 0- 0	 1- 1	 4- 1	     5473.26	Ej Spelad	1.00	 1
 0- 0	 1- 1	 4- 3	    30493.85	Ej Spelad	1.00	 1
 0- 0	 1- 1	 5- 0	    16419.77	Ej Spelad	1.00	 1
 0- 0	 1- 1	 5- 1	    23717.44	Ej Spelad	1.00	 1
 0- 0	 1- 2	 0- 4	    32014.86	Ej Spelad	1.00	 1
 0- 0	 1- 2	 1- 4	    20537.83	Ej Spelad	1.00	 1
 0- 0	 1- 2	 2- 4	    24189.00	Ej Spelad	1.00	 1
 0- 0	 1- 2	 4- 0	    10945.82	Ej Spelad	1.00	 1
 0- 0	 1- 2	 4- 1	     9308.63	Ej Spelad	1.00	 1
 0- 0	 1- 2	 4- 2	    13962.94	Ej Spelad	1.00	 1
 0- 0	 1- 2	 5- 0	    27925.89	Ej Spelad	1.00	 1
 0- 0	 1- 3	 0- 2	     7363.07	Ej Spelad	1.00	 1
 0- 0	 1- 3	 0- 3	    20603.94	Ej Spelad	1.00	 1
 0- 0	 1- 3	 1- 2	     4913.73	Ej Spelad	1.00	 1
 0- 0	 1- 3	 1- 3	    11138.56	Ej Spelad	1.00	 1
 0- 0	 1- 3	 2- 3	    17846.54	Ej Spelad	1.00	 1
 0- 0	 1- 3	 3- 3	    34779.54	Ej Spelad	1.00	 1
 0- 0	 1- 3	 4- 0	    24137.61	Ej Spelad	1.00	 1
 0- 0	 1- 3	 4- 1	    20527.29	Ej Spelad	1.00	 1
 0- 0	 1- 3	 4- 2	    30790.93	Ej Spelad	1.00	 1
 0- 0	 1- 4	 0- 1	    14404.54	Ej Spelad	1.00	 1
 0- 0	 1- 4	 0- 2	    24014.92	Ej Spelad	1.00	 1
 0- 0	 1- 4	 1- 2	    16026.34	Ej Spelad	1.00	 1
 0- 0	 1- 4	 2- 0	    14532.86	Ej Spelad	1.00	 1
 0- 0	 1- 4	 2- 2	    19687.03	Ej Spelad	1.00	 1
 0- 0	 1- 4	 3- 0	    30900.25	Ej Spelad	1.00	 1
 0- 0	 1- 5	 1- 0	    32588.25	Ej Spelad	1.00	 1
 0- 0	 1- 5	 1- 1	    24994.11	Ej Spelad	1.00	 1
 0- 0	 2- 0	 1- 4	    29851.05	Ej Spelad	1.00	 1
 0- 0	 2- 0	 4- 0	    15909.39	Ej Spelad	1.00	 1
 0- 0	 2- 0	 4- 1	    13529.78	Ej Spelad	1.00	 1
 0- 0	 2- 0	 4- 2	    20294.67	Ej Spelad	1.00	 1
 0- 0	 2- 1	 0- 4	    31168.93	Ej Spelad	1.00	 1
 0- 0	 2- 1	 1- 4	    19995.16	Ej Spelad	1.00	 1
 0- 0	 2- 1	 2- 4	    23549.86	Ej Spelad	1.00	 1
 0- 0	 2- 1	 4- 0	    10656.60	Ej Spelad	1.00	 1
 0- 0	 2- 1	 4- 1	     9062.67	Ej Spelad	1.00	 1
 0- 0	 2- 1	 4- 2	    13594.00	Ej Spelad	1.00	 1
 0- 0	 2- 1	 5- 0	    27188.00	Ej Spelad	1.00	 1
 0- 0	 2- 2	 1- 4	    26480.29	Ej Spelad	1.00	 1
 0- 0	 2- 2	 2- 4	    31187.89	Ej Spelad	1.00	 1
 0- 0	 2- 2	 4- 0	    14112.91	Ej Spelad	1.00	 1
 0- 0	 2- 2	 4- 1	    12002.00	Ej Spelad	1.00	 1
 0- 0	 2- 2	 4- 2	    18003.01	Ej Spelad	1.00	 1
 0- 0	 2- 3	 0- 1	     6283.86	Ej Spelad	1.00	 1
 0- 0	 2- 3	 0- 3	    29315.68	Ej Spelad	1.00	 1
 0- 0	 2- 3	 1- 0	     4592.97	Ej Spelad	1.00	 1
 0- 0	 2- 3	 1- 2	     6991.35	Ej Spelad	1.00	 1
 0- 0	 2- 3	 1- 3	    15848.15	Ej Spelad	1.00	 1
 0- 0	 2- 3	 2- 1	     5424.08	Ej Spelad	1.00	 1
 0- 0	 2- 3	 2- 3	    25392.39	Ej Spelad	1.00	 1
 0- 0	 2- 3	 3- 0	    13479.97	Ej Spelad	1.00	 1
 0- 0	 2- 3	 3- 1	    10662.01	Ej Spelad	1.00	 1
 0- 0	 2- 3	 4- 0	    34343.45	Ej Spelad	1.00	 1
 0- 0	 2- 3	 4- 1	    29206.61	Ej Spelad	1.00	 1
 0- 0	 2- 4	 0- 0	    19126.49	Ej Spelad	1.00	 1
 0- 0	 2- 4	 0- 1	    22292.73	Ej Spelad	1.00	 1
 0- 0	 2- 4	 1- 0	    16294.12	Ej Spelad	1.00	 1
 0- 0	 2- 4	 1- 2	    24802.66	Ej Spelad	1.00	 1
 0- 0	 2- 4	 2- 0	    22491.33	Ej Spelad	1.00	 1
 0- 0	 2- 4	 2- 1	    19242.58	Ej Spelad	1.00	 1
 0- 0	 3- 0	 3- 0	    12352.85	Ej Spelad	1.00	 1
 0- 0	 3- 0	 4- 0	    31471.84	Ej Spelad	1.00	 1
 0- 0	 3- 0	 4- 1	    26764.51	Ej Spelad	1.00	 1
 0- 0	 3- 1	 0- 3	    22574.59	Ej Spelad	1.00	 1
 0- 0	 3- 1	 2- 3	    19553.46	Ej Spelad	1.00	 1
 0- 0	 3- 1	 3- 0	    10380.28	Ej Spelad	1.00	 1
 0- 0	 3- 1	 3- 2	    13959.68	Ej Spelad	1.00	 1
 0- 0	 3- 1	 4- 0	    26446.23	Ej Spelad	1.00	 1
 0- 0	 3- 1	 4- 1	    22490.60	Ej Spelad	1.00	 1
 0- 0	 3- 1	 4- 2	    33735.90	Ej Spelad	1.00	 1
 0- 0	 3- 2	 0- 2	    10204.33	Ej Spelad	1.00	 1
 0- 0	 3- 2	 0- 3	    28554.62	Ej Spelad	1.00	 1
 0- 0	 3- 2	 1- 3	    15436.72	Ej Spelad	1.00	 1
 0- 0	 3- 2	 2- 3	    24733.18	Ej Spelad	1.00	 1
 0- 0	 3- 2	 3- 0	    13130.02	Ej Spelad	1.00	 1
 0- 0	 3- 2	 3- 1	    10385.21	Ej Spelad	1.00	 1
 0- 0	 3- 2	 3- 2	    17657.61	Ej Spelad	1.00	 1
 0- 0	 3- 2	 4- 0	    33451.86	Ej Spelad	1.00	 1
 0- 0	 3- 2	 4- 1	    28448.38	Ej Spelad	1.00	 1
 0- 0	 3- 3	 0- 1	    13073.93	Ej Spelad	1.00	 1
